id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,GAL_LONG,GAL_LAT
spec-56258-VB054N40V1_sp04-036.fits,4674.06190088,2.32753873211,0.316127018294,0.216464795141,17.5100408091,0.0457248809277,0.0212684654916,0.0102872495038,0.8572795050583982,54.309395,40.504204,34.38999938964844,115758,153.9246884079605,-12.18413894520488
spec-56266-GAC117N24V2_sp11-175.fits,4846.21227831,2.6883655009,-0.234795941859,0.0538312797909,59.6132609075,0.143300936676,0.0734637794857,0.0318446595651,0.1550718602181969,117.0301,26.253952,16.18000030517578,123702,194.27654406884665,23.397452871790964
spec-56287-VB053N42V2_sp03-052.fits,4649.7242595,2.63242098745,-0.109148515126,-0.00872174663731,33.7549425555,0.0803953600799,0.0440961032453,0.016090018775,0.3387579255152354,51.097758,42.908225,23.09000015258789,138773,150.50204256048917,-11.628166058635498
spec-56292-GAC089N16V1_sp10-232.fits,4587.4811933,2.49362897334,0.210005813447,0.0726521089696,25.9747437225,0.0608555376586,0.0326801859749,0.0118160958675,0.2825798848381924,87.681018,16.339246,24.459999084472656,139481,191.42512705603613,-5.470428417436465
spec-56292-GAC089N16V1_sp16-065.fits,5388.47451321,3.79905509969,-0.165116679226,0.049578612329,43.1630986709,0.0642919975713,0.0496009864748,0.0184467003757,0.43491987408328675,88.114293,18.274464,28.270000457763672,139571,189.9591890497204,-4.135381053629226
spec-56292-GAC089N16V3_sp08-207.fits,4487.42418464,2.15379135859,-0.682752105419,0.0120289865577,34.3880075985,0.0831501063453,0.0492920572449,0.0148061485947,4.346733911630732,89.896202,15.047817,23.65999984741211,140110,193.61688944594007,-4.267726583619436
spec-56296-GAC096N02V2_sp08-115.fits,4879.05942986,2.3380999274,-0.131457864656,0.0119343153734,869.064792759,0.0068267007749,0.00144167233769,1.55508091237E-4,0.5582739711297666,97.804756,1.9834436,14.100000381469727,146509,208.85510815091217,-3.5882244769079525
spec-56299-HD112355N103146M01_sp14-183.fits,4519.60926247,1.71734385795,-1.41412073573,0.318585799966,122.808475715,0.27175281133,0.180617763451,0.0492071850031,0.1700441283729149,168.960785,10.701084,9.40999984741211,151261,244.47801507514808,62.15350927164195
spec-56301-HD110643N151055F01_sp12-241.fits,4524.11566596,1.91705063767,-1.29697326365,0.130776637283,83.5781683315,0.210888896164,0.128808549483,0.0487729934406,0.29746737294586895,167.594376,17.214194,12.8100004196167,152568,230.68248974872446,64.65502400832682
spec-56302-HD100908N183150B01_sp14-214.fits,4373.65563131,2.30353916147,0.0110728691725,0.0135714502741,26.6520746622,0.0681258429477,0.0371574813828,0.0160470306813,0.3893862965433137,150.22634,18.926529,17.690000534057617,153982,215.4932784339948,50.10936829377786
spec-56309-GAC088N20V3_sp09-178.fits,4325.57223452,1.98795291508,-0.0987536042628,-0.0323719584466,31.3628623928,0.072170457018,0.0433828501969,0.010998493138,0.7504564178728607,89.786361,21.01049,6.199999809265137,158715,188.38092825702444,-1.4003421621322254
spec-56309-GAC088N20V3_sp12-137.fits,4691.22230594,2.93990033065,0.369383118431,0.00219102769958,45.4719167822,0.0956997573448,0.0523092479245,0.0170186104319,0.30191567627247623,89.267933,21.833384,9.949999809265137,158819,187.42669457531883,-1.4072941382473152
spec-56310-HD105614N420029F01_sp14-160.fits,5050.19039084,2.74667624571,-1.28666234474,0.118218226592,198.545959057,0.420400806315,0.266469558197,0.0896578860261,0.1826938724486008,162.003801,42.7197254,6.21999979019165,164025,172.93029045716523,60.53506046465975
spec-56316-GAC118N03V3_sp04-129.fits,4741.4008252,2.3866251419,-0.614040527094,0.0497247766722,48.5142458003,0.122254911943,0.0649171380039,0.0237267453898,0.28068607615919844,117.87327,2.6936,18.489999771118164,164962,217.44590133063855,14.579728653697256
spec-56321-GAC099N59V2_sp07-028.fits,5285.42619779,3.74356475022,-0.057575983935,0.065407399149,51.7488536784,0.0844996322063,0.0575190331811,0.0241275520009,0.35725289940277777,100.38529,58.066933,24.549999237060547,168709,157.54225929605414,21.509575191133873
spec-56331-GAC097N37V1_sp12-160.fits,4853.84062599,2.73050821624,-0.523145776352,0.0186954051476,188.750703228,0.416284283701,0.228763337573,0.0678873155685,0.16932573269112527,99.785748,38.291133,5.320000171661377,175922,176.87189772619354,14.187632857145209
spec-56345-HD102626N103010M01_sp03-109.fits,4526.01375676,1.8771470909,-1.08713663569,0.0741270906454,46.7105018161,0.126615159383,0.073245686614,0.0232163949202,0.2751878774080935,155.267768,10.938191,17.3799991607666,189880,230.17267271513228,51.1616068805203
spec-56346-VB091S03V2_sp06-232.fits,4928.14802395,3.2352601348,-0.563264392486,0.0938398075675,96.1878321936,0.140396784415,0.107821053833,0.0361107925982,0.18751668756163242,93.116859,-4.0511512,16.979999542236328,191292,212.1105314685851,-10.512126830286062
spec-56346-VB091S03V2_sp06-237.fits,4709.31050393,2.77056247299,-0.420305187804,-0.00161205179263,45.34377651,0.0918275176684,0.0566367793849,0.0161639770346,0.23856546744166665,92.934072,-4.1458627,23.18000030517578,191294,212.11271785603526,-10.717567965957537
spec-56350-GAC116N20V1_sp09-143.fits,4795.35185281,2.52826448029,-0.471791567742,0.0590217616275,22.2114367125,0.0535390644664,0.0287970124536,0.012197050015,0.3987704122752497,117.67968,20.782797,47.630001068115234,192666,200.0475263892842,22.001422456779327
spec-56350-GAC116N20V2_sp09-047.fits,4447.4639853,2.25241390759,-0.521475505928,0.039362335316,67.9812089678,0.16640720176,0.0946531422125,0.0357914275903,0.1053318696273612,117.20239,21.115417,9.739999771118164,192949,199.5360354977565,21.711668607734023
spec-56367-HD092159N212954M01_sp05-169.fits,4570.58183475,2.2759372809,-0.71373669487,0.0553297875618,60.0419915276,0.151592001103,0.0830256904627,0.0294908304837,0.3063752828440891,140.350007,20.766541,12.90999984741211,209101,208.61077878334928,41.92496380303449
spec-56369-GAC115N15V1_sp03-005.fits,4701.26943718,1.99747257767,-0.705929686245,0.0426001139879,107.5558841,0.302375709706,0.154798931779,0.0515902288308,0.18115048298448275,115.44438,14.891821,6.78000020980835,210264,204.92301763416282,17.733402455096105
spec-56369-GAC115N15V2_sp16-217.fits,4621.28400077,2.16987286202,-0.773039021538,0.00858056136513,99.3162453516,0.278448611729,0.141831757709,0.0398811128999,0.2565521626911896,114.17136,16.786294,6.409999847412109,211311,202.5850155674306,17.38682824392926
spec-56447-HD174640N254456B01_sp12-045.fits,5489.4374719,3.70643643029,-0.03450006891,0.135368753194,136.933798848,0.265915449967,0.150957166066,0.0835345792819,0.15336418896196424,268.0492034,27.5962783,7.130000114440918,241370,52.7624210757936,24.38371714450687
spec-56550-KP194045N483045V02_sp11-186.fits,4352.32695262,1.94104130308,-0.174950595474,0.230619891064,22.8838207505,0.0613591742039,0.0332583055552,0.0159298084394,0.3474114408477412,295.119846,50.679911,22.84000015258789,243058,83.38386418382429,13.473848271494242
spec-56550-VB052N35V1_sp03-047.fits,4908.35218297,3.33357134515,-0.265311610274,0.191363399532,10.9695564259,0.019313338374,0.0123740669263,0.00620392245462,0.702519908006135,51.209818,35.400509,143.33999633789062,243368,155.0064102477486,-17.744578247544712
spec-56551-EG214710N042410V01_sp01-148.fits,4649.20919794,2.22002066608,-0.681111582369,0.261151561355,11.3233406547,0.0279155237975,0.0161846398559,0.00758850633178,0.8087415016987448,326.838543,2.666313,104.56999969482422,243875,59.387481730107915,-36.59270635791835
spec-56551-EG214710N042410V01_sp02-098.fits,4488.37278127,2.40429787856,-0.36720815098,0.0541076563987,27.2924778789,0.0647746276697,0.0374505608441,0.0168453947736,0.4584991274086472,324.808584,2.926744,29.670000076293945,243896,58.15311292066458,-34.81108317441411
spec-56559-EG011442N065942V01_sp08-073.fits,4820.96334085,2.6096435291,-0.289214594657,0.085621993981,4.39317738867,0.0108017700037,0.00557002317692,0.00322898273662,2.378408475943662,19.955694,6.569858,479.260009765625,245061,135.4808448497637,-55.60877006376202
spec-56559-HD035343N575830V01_sp06-103.fits,4141.28535777,1.65982199373,-0.232719537234,0.0738478285174,22.6092179027,0.0580719742408,0.0352067403235,0.013835864367,0.47039368746635457,62.731047,57.095183,16.8700008392334,245319,147.54093232340188,4.084456381115733
spec-56559-HD035343N575830V01_sp07-187.fits,4459.61904691,2.04895195535,-0.458055185374,0.0137203427306,21.4114262862,0.0557045702639,0.0317088599314,0.0111159175507,0.6118854022420525,60.9182822,56.6506689,30.110000610351562,245362,147.10601396032183,3.0892088307728156
spec-56559-HD035343N575830V01_sp08-049.fits,4693.66806295,2.01978102779,-0.282284356091,0.136946905712,32.1765157846,0.0908974016236,0.0452857626609,0.017621021398,0.4596185476750779,59.669433,57.826273,17.190000534057617,245377,145.82231434323214,3.532192700929642
spec-56559-HD035343N575830V01_sp11-238.fits,4956.39705491,2.80834800979,0.078618995769,0.0379175487774,14.9277631228,0.0367607639246,0.0172985947989,0.00739374942448,0.5624190777963225,58.732709,59.791753,57.209999084472656,245474,144.17875929002292,4.720068871677948
spec-56559-HD035343N575830V01_sp12-236.fits,4808.67786682,2.4404099767,-0.529317689449,0.164465750622,29.5229985273,0.0708168276365,0.0377463161028,0.015754202944,0.3214686333094761,59.867876,59.992449,35.63999938964844,245511,144.48398479907664,5.241665332517287
spec-56559-HD035343N575830V01_sp16-160.fits,4811.88207764,2.65695556986,0.0584704429483,0.0960810109098,14.3099604818,0.0347061133722,0.017327447065,0.00695270222811,0.6412788362001697,56.245096,59.498661,53.36000061035156,245603,143.3809686718174,3.7036916364657624
spec-56559-HD035343N575830V01_sp16-249.fits,4627.02622988,2.07338774026,-0.383788972625,0.155310436254,32.077409112,0.0828530109489,0.0447887072191,0.0153409547711,0.40776255018266166,56.466724,59.960943,17.030000686645508,245610,143.1848336256291,4.137161263153724
spec-56562-KP192102N424113V02_sp13-129.fits,4934.66542195,3.08259116138,-0.162268913954,0.300112752137,49.7909166041,0.106240519097,0.0518745372581,0.019267878405,0.2596311639983217,292.877692,43.367839,16.09000015258789,250243,75.98481640014373,11.569959316815897
spec-56570-GAC069N36V1_sp14-065.fits,5249.82814765,2.91219415444,-0.212839360805,0.179548652557,67.1976863125,0.15479268363,0.0775775345443,0.0302701279753,0.2972417880409617,66.973424,36.930725,8.609999656677246,253808,163.80306382444655,-8.223864416966547
spec-56576-GAC094N30B1_sp09-079.fits,4970.25976082,3.03212885672,-0.151332897221,0.101316387395,44.4163140609,0.096068465373,0.050174543228,0.0209094418361,0.5532851829040334,94.536902,31.560623,12.329999923706055,264462,181.16595364104165,7.405705548926411
spec-56580-HD220818N240924V01_sp05-157.fits,4842.29080108,3.3369265344,-0.398012674844,0.0976921313428,30.6754875882,0.0478571185929,0.0345236193246,0.0140041017429,0.23060624950374686,331.740766,23.360662,50.84000015258789,266142,80.83653932435885,-25.76653585156628
spec-56582-GAC094N35V1_sp02-105.fits,4861.57706001,2.50665937229,-0.404235402206,0.160638197659,22.5996761876,0.0539890499931,0.0281990817592,0.0108580898043,0.4177742659988617,93.346441,32.928637,39.060001373291016,269830,179.4736210976784,7.146699272542742
spec-56582-VB012N41V1_sp07-208.fits,4578.24690336,2.67468078974,0.3069420412,0.102782424161,15.8297599778,0.0385082506096,0.0198313014838,0.0110758240999,0.4353726167794729,14.208278,39.289719,41.540000915527344,270998,124.07082285826225,-23.570097552076934
spec-56589-GAC078N51V1_sp02-017.fits,3879.69939523,0.956488265886,-0.722379664676,0.0574276272266,20.7990781449,0.0525007329527,0.0359072089202,0.012111768138,0.5404823552212918,76.919146,49.498619,15.619999885559082,276280,158.84969373709444,5.386902213526548
spec-56589-GAC078N51V1_sp02-130.fits,4857.0018147,2.50420417307,-0.25408081401,0.120552103949,30.3723098777,0.0750717290285,0.038254222498,0.0144985324851,0.34334669841573034,76.52809,49.823628,25.6299991607666,276283,158.4360192359478,5.377662167475748
spec-56589-GAC078N51V1_sp02-150.fits,4961.60017349,2.85211712661,-0.465444529654,0.0670551002143,64.0119497378,0.127378603331,0.075584146103,0.0234649667868,0.27294756142937854,76.466411,49.623908,15.710000038146973,276285,158.57267321892311,5.226126227103094
spec-56589-GAC078N51V3_sp15-207.fits,4697.65475652,2.60770219318,-0.343287372023,0.263384623875,18.9808559112,0.0428856714805,0.0235564123091,0.00925297994023,1.0266735135001412,77.691893,52.646751,47.29999923706055,276856,156.5764666453978,7.633166892820162
spec-56590-GAC066N53V2_sp02-041.fits,4694.39874974,2.47723945983,-0.0490318689778,0.0522198060282,27.4658649664,0.0651505624785,0.0350017622719,0.011097911366,0.49857050122943725,63.34147,52.026607,19.889999389648438,278254,151.27062332524824,0.6301331822742021
spec-56592-GAC102N35V2_sp08-243.fits,4533.12548283,2.45723005205,-0.0041741358121,0.153143330469,28.7212154064,0.0647766262031,0.0362161860517,0.013166784609,0.2821861737345258,103.48651,34.753656,21.90999984741211,284169,181.44289686316236,15.54144761604923
spec-56592-HD003103N554209V01_sp15-167.fits,4205.59635291,1.48903706088,0.224936534124,0.0580696847849,10.7822399526,0.0311667145466,0.0169950088708,0.00814558395369,0.7623361099611865,6.580692,56.936722,31.90999984741211,285731,119.49383634585324,-5.767275185673849
spec-56609-HD004201N404117V01_sp16-046.fits,4460.51431104,2.09833683851,-0.560830762003,0.236113768029,48.9777989811,0.123948193486,0.0696420769565,0.0332151513386,0.30847687305227656,8.712951,42.761969,15.010000228881836,299693,119.69323927325442,-20.005453763999338
spec-56611-GAC061N46V1_sp03-206.fits,4708.42108238,2.39453127017,-0.00999311491071,0.0961696770192,29.7149664763,0.0748138879917,0.0380018511891,0.0136293517307,0.6503075684615385,60.143807,47.351059,18.6299991607666,302279,152.87489375662548,-4.223493970573787
spec-56611-GAC061N46V1_sp04-096.fits,5019.67051871,2.67509716622,-0.08753540737,0.050693498751,11.1398686833,0.0279246152142,0.0132116929808,0.00482389321349,0.9840818237982955,62.072144,46.547926,92.27999877929688,302316,154.3956474622786,-3.9465882291858723
spec-56611-GAC061N46V1_sp09-230.fits,4290.56339999,1.79248136594,-0.3730748734,0.0289576041583,20.7299086079,0.0503406519589,0.0309011271767,0.00925307882036,0.7853804271165106,63.26972,47.003861,17.6299991607666,302492,154.68610712544336,-3.054138129956542
spec-56611-GAC061N46V1_sp10-247.fits,4753.74965806,2.37371935159,-0.046425926538,0.117973663589,34.8052064972,0.0894187813748,0.0450289240641,0.0164084771029,0.3443858307746479,59.141106,46.630337,17.260000228881836,302529,152.8244696995079,-5.215805237984476
spec-56611-GAC108N21V3_sp13-154.fits,4840.9816201,2.53844907757,-0.332820068391,0.172422556688,10.5475402483,0.0261895740706,0.0131900186761,0.00846794229246,0.6927932551217465,110.48411,22.901489,101.91000366210938,305693,195.27638287184956,16.631961832610692
spec-56616-GAC083N57V2_sp09-120.fits,4457.5131535,2.52258377757,0.281808055345,0.0477798083831,15.3981012447,0.0373085647674,0.0205847151661,0.00949113844114,0.492794134376221,84.11412,58.192448,28.65999984741211,308555,153.84359008189315,13.695361858973708
spec-56616-GAC083N57V3_sp16-061.fits,4023.89535743,1.49996646368,-0.223550505146,0.0502533334619,18.1156496137,0.0477479344378,0.0290026376924,0.0124227098495,0.5094055971977862,81.317762,58.98682,19.899999618530273,308746,152.37512489926465,12.851768247010849
spec-56618-VB057N34V2_sp04-014.fits,4710.35808132,2.88610673707,0.0407050909671,0.376106534765,8.06243951187,0.0192048591022,0.00932606448239,0.00301241004817,4.722848584140603,57.109401,35.02317,100.66999816894531,317058,159.2201265252401,-15.092002825522268
spec-56618-VB057N34V2_sp07-208.fits,4038.53650336,1.38147240676,-0.313308705606,0.0775164862157,17.3980086866,0.0469706293703,0.0283312682967,0.0132384827937,0.5539176762883695,59.218706,32.993679,24.200000762939453,317232,161.9681963832014,-15.477131025372929
spec-56618-VB057N34V2_sp08-017.fits,4830.31142215,3.22882704368,-0.558094927847,0.0606231031796,92.5162069964,0.14486074415,0.103709067534,0.0321334549528,0.13880239879251607,58.440147,34.07481,15.300000190734863,317244,160.72127324115598,-15.09862805147271
spec-56640-GAC064N42V1_sp09-069.fits,4967.90711421,2.921859341,-0.125765117749,0.0269594912803,45.3007967118,0.101614190149,0.0525209770581,0.0181742137165,0.19571926097292722,65.688838,43.066619,16.610000610351562,339682,158.67001833144695,-4.673126116726186
spec-56640-GAC064N42V1_sp10-184.fits,4770.09978471,2.66872883753,-0.258619865135,0.073440087477,18.7091471114,0.0436728033642,0.0234119042426,0.0105622339657,0.5121882526472253,61.645747,41.231937,45.439998626708984,339732,157.77960643236784,-8.073738675502094
spec-56640-GAC064N42V2_sp08-250.fits,4975.27391647,3.32421704283,-0.659852968484,0.0244104542353,87.5509166291,0.135316123994,0.0980979941237,0.0245800814897,0.26727712972747436,65.67235,41.715446,15.890000343322754,340185,159.62736173591233,-5.630582239062173
spec-56640-GAC064N42V2_sp15-204.fits,4967.94607145,2.8980461369,-0.167662521395,0.0368497639655,28.4087121328,0.0616416242326,0.0331084782519,0.0111771291629,0.3326922552835486,64.035951,43.584659,30.469999313354492,340434,157.44684917350344,-5.151592760043003
spec-56640-VB021N40V2_sp09-215.fits,4355.33889424,2.00709016785,-0.0904393673207,0.135607791608,8.34503712319,0.0224067713623,0.0123990986499,0.00752699398638,0.931174219092423,22.662834,40.812172,71.91000366210938,342441,130.8906944205927,-21.45279892083968
spec-56641-GAC084N47V1_sp16-227.fits,5087.46106926,3.11846341776,-0.350764681453,0.1130028602,16.732944039,0.0318433179128,0.0189250697596,0.00941918714479,0.7034126679728967,82.351058,49.722141,94.12000274658203,342989,160.67390964325676,8.412528633650233
spec-56647-GAC085N22V2_sp14-041.fits,3982.93846193,0.708438357689,-0.841825987415,0.084714365741,21.8417113398,0.0569281063323,0.040151758897,0.0134127548829,0.6251943177316384,82.951029,22.846003,15.59000015258789,354433,183.51196593063673,-5.868435730558419
spec-56654-HD120800N003716V01_sp01-113.fits,4783.07599346,2.28378459615,-0.835548516706,0.28169104943,53.8694069088,0.126559009602,0.0705317066934,0.0257193918111,0.4766470946104619,182.185096,-1.364391,18.670000076293945,363941,281.39296609288385,59.70983355993844
spec-56656-VB137N18V1_sp06-227.fits,4898.77143536,2.70842672739,-1.18911125783,0.285380434064,146.791472702,0.24439179675,0.182066609579,0.0473886946639,0.14298733858984486,139.60621,17.354033,11.15999984741211,364762,212.5518178220071,40.108121903889234
spec-56658-HD122946N143900B01_sp12-078.fits,4734.05834179,2.63460345864,-0.990495358017,0.0257263830393,129.181427122,0.26099162318,0.164123799033,0.0436044941408,0.16632107736761798,188.555961,16.064922,10.5600004196167,368604,282.21465071417526,78.23844227697911
spec-56667-GAC094N35V4_sp02-007.fits,4468.37931044,1.87028429816,-0.409331402019,0.110097473724,12.8937446987,0.0345883588639,0.0194216165613,0.00817821306122,0.673884415246509,93.61494,33.262314,51.209999084472656,378364,179.28123610200205,7.500996869866067
spec-56667-GAC094N35V4_sp08-007.fits,4831.09185803,2.58434096592,-0.234535692348,0.0801790697255,23.139436454,0.0568121131789,0.0286559640978,0.0117030571071,0.2720785465081369,95.369312,34.596079,39.349998474121094,378722,178.75123852881984,9.404354971486775
spec-56670-GAC084N44V1_sp13-218.fits,4758.41003537,2.50605941162,-0.273527919285,0.0930924432846,45.2685657947,0.112908989477,0.0581195870738,0.0268547736454,0.15405868286778712,86.737229,44.466673,17.360000610351562,383206,166.77727555716683,8.223883000396304
spec-56670-GAC084N44V2_sp11-002.fits,4893.34136078,2.72813386463,-0.181623096186,0.102524428171,40.8552605004,0.0964702040245,0.0489647179937,0.0216924011705,0.264240789015299,83.59775,46.007484,21.520000457763672,383770,164.2924050607847,7.130495634124549
spec-56670-HD030004N551117V01_sp15-122.fits,4878.18819018,2.52550594428,-0.322647338596,0.091282742748,11.9744959481,0.0306245989962,0.0151356133518,0.00729918688792,0.6656563181893593,45.255958,56.011756,88.62999725341797,385563,140.37601630130547,-2.407671562426207
